row_id,source_id,is_synthetic,parent_original_index,generation_method
r_001693,original_181,True,181,source_bound_bootstrap_noise
r_001694,original_85,True,85,source_bound_bootstrap_noise
r_001695,original_40,True,40,source_bound_bootstrap_noise
r_001696,original_133,True,133,source_bound_bootstrap_noise
r_001697,original_135,True,135,source_bound_bootstrap_noise
r_001698,original_643,True,643,source_bound_bootstrap_noise
r_001699,original_47,True,47,source_bound_bootstrap_noise
r_001700,original_432,True,432,source_bound_bootstrap_noise
r_001701,original_68,True,68,source_bound_bootstrap_noise
r_001702,original_57,True,57,source_bound_bootstrap_noise
r_001703,original_74,True,74,source_bound_bootstrap_noise
r_001704,original_168,True,168,source_bound_bootstrap_noise
r_001705,original_555,True,555,source_bound_bootstrap_noise
r_001706,original_122,True,122,source_bound_bootstrap_noise
r_001707,original_35,True,35,source_bound_bootstrap_noise
r_001708,original_172,True,172,source_bound_bootstrap_noise
r_001709,original_478,True,478,source_bound_bootstrap_noise
r_001710,original_396,True,396,source_bound_bootstrap_noise
r_001711,original_529,True,529,source_bound_bootstrap_noise
r_001712,original_454,True,454,source_bound_bootstrap_noise
r_001713,original_467,True,467,source_bound_bootstrap_noise
r_001714,original_28,True,28,source_bound_bootstrap_noise
r_001715,original_525,True,525,source_bound_bootstrap_noise
r_001716,original_354,True,354,source_bound_bootstrap_noise
r_001717,original_462,True,462,source_bound_bootstrap_noise
r_001718,original_521,True,521,source_bound_bootstrap_noise
r_001719,original_557,True,557,source_bound_bootstrap_noise
r_001720,original_282,True,282,source_bound_bootstrap_noise
r_001721,original_627,True,627,source_bound_bootstrap_noise
r_001722,original_181,True,181,source_bound_bootstrap_noise
r_001723,original_346,True,346,source_bound_bootstrap_noise
r_001724,original_117,True,117,source_bound_bootstrap_noise
r_001725,original_585,True,585,source_bound_bootstrap_noise
r_001726,original_98,True,98,source_bound_bootstrap_noise
r_001727,original_160,True,160,source_bound_bootstrap_noise
r_001728,original_277,True,277,source_bound_bootstrap_noise
r_001729,original_654,True,654,source_bound_bootstrap_noise
r_001730,original_267,True,267,source_bound_bootstrap_noise
r_001731,original_161,True,161,source_bound_bootstrap_noise
r_001732,original_173,True,173,source_bound_bootstrap_noise
r_001733,original_703,True,703,source_bound_bootstrap_noise
r_001734,original_49,True,49,source_bound_bootstrap_noise
r_001735,original_508,True,508,source_bound_bootstrap_noise
r_001736,original_521,True,521,source_bound_bootstrap_noise
r_001737,original_621,True,621,source_bound_bootstrap_noise
r_001738,original_765,True,765,source_bound_bootstrap_noise
r_001739,original_529,True,529,source_bound_bootstrap_noise
r_001740,original_52,True,52,source_bound_bootstrap_noise
r_001741,original_241,True,241,source_bound_bootstrap_noise
r_001742,original_524,True,524,source_bound_bootstrap_noise
r_001743,original_564,True,564,source_bound_bootstrap_noise
r_001744,original_7,True,7,source_bound_bootstrap_noise
r_001745,original_658,True,658,source_bound_bootstrap_noise
r_001746,original_725,True,725,source_bound_bootstrap_noise
r_001747,original_686,True,686,source_bound_bootstrap_noise
r_001748,original_576,True,576,source_bound_bootstrap_noise
r_001749,original_51,True,51,source_bound_bootstrap_noise
r_001750,original_35,True,35,source_bound_bootstrap_noise
r_001751,original_475,True,475,source_bound_bootstrap_noise
r_001752,original_680,True,680,source_bound_bootstrap_noise
r_001753,original_764,True,764,source_bound_bootstrap_noise
r_001754,original_5,True,5,source_bound_bootstrap_noise
r_001755,original_704,True,704,source_bound_bootstrap_noise
r_001756,original_55,True,55,source_bound_bootstrap_noise
r_001757,original_1,True,1,source_bound_bootstrap_noise
r_001758,original_711,True,711,source_bound_bootstrap_noise
r_001759,original_512,True,512,source_bound_bootstrap_noise
r_001760,original_727,True,727,source_bound_bootstrap_noise
r_001761,original_145,True,145,source_bound_bootstrap_noise
r_001762,original_41,True,41,source_bound_bootstrap_noise
r_001763,original_553,True,553,source_bound_bootstrap_noise
r_001764,original_168,True,168,source_bound_bootstrap_noise
r_001765,original_760,True,760,source_bound_bootstrap_noise
r_001766,original_246,True,246,source_bound_bootstrap_noise
r_001767,original_277,True,277,source_bound_bootstrap_noise
r_001768,original_35,True,35,source_bound_bootstrap_noise
r_001769,original_253,True,253,source_bound_bootstrap_noise
r_001770,original_718,True,718,source_bound_bootstrap_noise
r_001771,original_401,True,401,source_bound_bootstrap_noise
r_001772,original_553,True,553,source_bound_bootstrap_noise
r_001773,original_634,True,634,source_bound_bootstrap_noise
r_001774,original_184,True,184,source_bound_bootstrap_noise
r_001775,original_278,True,278,source_bound_bootstrap_noise
r_001776,original_525,True,525,source_bound_bootstrap_noise
r_001777,original_490,True,490,source_bound_bootstrap_noise
r_001778,original_167,True,167,source_bound_bootstrap_noise
r_001779,original_568,True,568,source_bound_bootstrap_noise
r_001780,original_10,True,10,source_bound_bootstrap_noise
r_001781,original_105,True,105,source_bound_bootstrap_noise
r_001782,original_500,True,500,source_bound_bootstrap_noise
r_001783,original_522,True,522,source_bound_bootstrap_noise
r_001784,original_544,True,544,source_bound_bootstrap_noise
r_001785,original_548,True,548,source_bound_bootstrap_noise
r_001786,original_232,True,232,source_bound_bootstrap_noise
r_001787,original_80,True,80,source_bound_bootstrap_noise
r_001788,original_626,True,626,source_bound_bootstrap_noise
r_001789,original_173,True,173,source_bound_bootstrap_noise
r_001790,original_401,True,401,source_bound_bootstrap_noise
r_001791,original_353,True,353,source_bound_bootstrap_noise
r_001792,original_729,True,729,source_bound_bootstrap_noise
r_001793,original_601,True,601,source_bound_bootstrap_noise
r_001794,original_413,True,413,source_bound_bootstrap_noise
r_001795,original_583,True,583,source_bound_bootstrap_noise
r_001796,original_135,True,135,source_bound_bootstrap_noise
r_001797,original_147,True,147,source_bound_bootstrap_noise
r_001798,original_507,True,507,source_bound_bootstrap_noise
r_001799,original_12,True,12,source_bound_bootstrap_noise
r_001800,original_607,True,607,source_bound_bootstrap_noise
r_001801,original_324,True,324,source_bound_bootstrap_noise
r_001802,original_106,True,106,source_bound_bootstrap_noise
r_001803,original_651,True,651,source_bound_bootstrap_noise
r_001804,original_80,True,80,source_bound_bootstrap_noise
r_001805,original_169,True,169,source_bound_bootstrap_noise
r_001806,original_616,True,616,source_bound_bootstrap_noise
r_001807,original_365,True,365,source_bound_bootstrap_noise
r_001808,original_147,True,147,source_bound_bootstrap_noise
r_001809,original_28,True,28,source_bound_bootstrap_noise
r_001810,original_344,True,344,source_bound_bootstrap_noise
r_001811,original_201,True,201,source_bound_bootstrap_noise
r_001812,original_35,True,35,source_bound_bootstrap_noise
r_001813,original_752,True,752,source_bound_bootstrap_noise
r_001814,original_367,True,367,source_bound_bootstrap_noise
r_001815,original_278,True,278,source_bound_bootstrap_noise
r_001816,original_382,True,382,source_bound_bootstrap_noise
r_001817,original_530,True,530,source_bound_bootstrap_noise
r_001818,original_562,True,562,source_bound_bootstrap_noise
r_001819,original_464,True,464,source_bound_bootstrap_noise
r_001820,original_671,True,671,source_bound_bootstrap_noise
r_001821,original_135,True,135,source_bound_bootstrap_noise
r_001822,original_478,True,478,source_bound_bootstrap_noise
r_001823,original_174,True,174,source_bound_bootstrap_noise
r_001824,original_151,True,151,source_bound_bootstrap_noise
r_001825,original_334,True,334,source_bound_bootstrap_noise
r_001826,original_342,True,342,source_bound_bootstrap_noise
r_001827,original_556,True,556,source_bound_bootstrap_noise
r_001828,original_726,True,726,source_bound_bootstrap_noise
r_001829,original_104,True,104,source_bound_bootstrap_noise
r_001830,original_623,True,623,source_bound_bootstrap_noise
r_001831,original_396,True,396,source_bound_bootstrap_noise
r_001832,original_601,True,601,source_bound_bootstrap_noise
r_001833,original_503,True,503,source_bound_bootstrap_noise
r_001834,original_550,True,550,source_bound_bootstrap_noise
r_001835,original_344,True,344,source_bound_bootstrap_noise
r_001836,original_624,True,624,source_bound_bootstrap_noise
r_001837,original_33,True,33,source_bound_bootstrap_noise
r_001838,original_10,True,10,source_bound_bootstrap_noise
r_001839,original_262,True,262,source_bound_bootstrap_noise
r_001840,original_610,True,610,source_bound_bootstrap_noise
r_001841,original_49,True,49,source_bound_bootstrap_noise
r_001842,original_507,True,507,source_bound_bootstrap_noise
r_001843,original_536,True,536,source_bound_bootstrap_noise
r_001844,original_657,True,657,source_bound_bootstrap_noise
r_001845,original_670,True,670,source_bound_bootstrap_noise
r_001846,original_707,True,707,source_bound_bootstrap_noise
r_001847,original_605,True,605,source_bound_bootstrap_noise
r_001848,original_329,True,329,source_bound_bootstrap_noise
r_001849,original_352,True,352,source_bound_bootstrap_noise
r_001850,original_413,True,413,source_bound_bootstrap_noise
r_001851,original_616,True,616,source_bound_bootstrap_noise
r_001852,original_352,True,352,source_bound_bootstrap_noise
r_001853,original_685,True,685,source_bound_bootstrap_noise
r_001854,original_423,True,423,source_bound_bootstrap_noise
r_001855,original_457,True,457,source_bound_bootstrap_noise
r_001856,original_102,True,102,source_bound_bootstrap_noise
r_001857,original_649,True,649,source_bound_bootstrap_noise
r_001858,original_102,True,102,source_bound_bootstrap_noise
r_001859,original_29,True,29,source_bound_bootstrap_noise
r_001860,original_299,True,299,source_bound_bootstrap_noise
r_001861,original_137,True,137,source_bound_bootstrap_noise
r_001862,original_201,True,201,source_bound_bootstrap_noise
r_001863,original_491,True,491,source_bound_bootstrap_noise
r_001864,original_265,True,265,source_bound_bootstrap_noise
r_001865,original_74,True,74,source_bound_bootstrap_noise
r_001866,original_518,True,518,source_bound_bootstrap_noise
r_001867,original_204,True,204,source_bound_bootstrap_noise
r_001868,original_240,True,240,source_bound_bootstrap_noise
r_001869,original_169,True,169,source_bound_bootstrap_noise
r_001870,original_687,True,687,source_bound_bootstrap_noise
r_001871,original_587,True,587,source_bound_bootstrap_noise
r_001872,original_142,True,142,source_bound_bootstrap_noise
r_001873,original_295,True,295,source_bound_bootstrap_noise
r_001874,original_453,True,453,source_bound_bootstrap_noise
r_001875,original_182,True,182,source_bound_bootstrap_noise
r_001876,original_40,True,40,source_bound_bootstrap_noise
r_001877,original_547,True,547,source_bound_bootstrap_noise
r_001878,original_658,True,658,source_bound_bootstrap_noise
r_001879,original_367,True,367,source_bound_bootstrap_noise
r_001880,original_73,True,73,source_bound_bootstrap_noise
r_001881,original_282,True,282,source_bound_bootstrap_noise
r_001882,original_103,True,103,source_bound_bootstrap_noise
r_001883,original_559,True,559,source_bound_bootstrap_noise
r_001884,original_250,True,250,source_bound_bootstrap_noise
r_001885,original_680,True,680,source_bound_bootstrap_noise
r_001886,original_582,True,582,source_bound_bootstrap_noise
r_001887,original_576,True,576,source_bound_bootstrap_noise
r_001888,original_594,True,594,source_bound_bootstrap_noise
r_001889,original_85,True,85,source_bound_bootstrap_noise
r_001890,original_371,True,371,source_bound_bootstrap_noise
r_001891,original_257,True,257,source_bound_bootstrap_noise
r_001892,original_148,True,148,source_bound_bootstrap_noise
r_001893,original_281,True,281,source_bound_bootstrap_noise
r_001894,original_454,True,454,source_bound_bootstrap_noise
r_001895,original_568,True,568,source_bound_bootstrap_noise
r_001896,original_522,True,522,source_bound_bootstrap_noise
r_001897,original_707,True,707,source_bound_bootstrap_noise
r_001898,original_49,True,49,source_bound_bootstrap_noise
r_001899,original_505,True,505,source_bound_bootstrap_noise
r_001900,original_358,True,358,source_bound_bootstrap_noise
r_001901,original_559,True,559,source_bound_bootstrap_noise
r_001902,original_344,True,344,source_bound_bootstrap_noise
r_001903,original_63,True,63,source_bound_bootstrap_noise
r_001904,original_68,True,68,source_bound_bootstrap_noise
r_001905,original_313,True,313,source_bound_bootstrap_noise
r_001906,original_420,True,420,source_bound_bootstrap_noise
r_001907,original_525,True,525,source_bound_bootstrap_noise
r_001908,original_384,True,384,source_bound_bootstrap_noise
r_001909,original_439,True,439,source_bound_bootstrap_noise
r_001910,original_1,True,1,source_bound_bootstrap_noise
r_001911,original_597,True,597,source_bound_bootstrap_noise
r_001912,original_390,True,390,source_bound_bootstrap_noise
r_001913,original_474,True,474,source_bound_bootstrap_noise
r_001914,original_620,True,620,source_bound_bootstrap_noise
r_001915,original_649,True,649,source_bound_bootstrap_noise
r_001916,original_624,True,624,source_bound_bootstrap_noise
r_001917,original_594,True,594,source_bound_bootstrap_noise
r_001918,original_107,True,107,source_bound_bootstrap_noise
r_001919,original_145,True,145,source_bound_bootstrap_noise
r_001920,original_211,True,211,source_bound_bootstrap_noise
r_001921,original_223,True,223,source_bound_bootstrap_noise
r_001922,original_262,True,262,source_bound_bootstrap_noise
r_001923,original_52,True,52,source_bound_bootstrap_noise
r_001924,original_576,True,576,source_bound_bootstrap_noise
r_001925,original_401,True,401,source_bound_bootstrap_noise
r_001926,original_575,True,575,source_bound_bootstrap_noise
r_001927,original_685,True,685,source_bound_bootstrap_noise
r_001928,original_597,True,597,source_bound_bootstrap_noise
r_001929,original_135,True,135,source_bound_bootstrap_noise
r_001930,original_403,True,403,source_bound_bootstrap_noise
r_001931,original_461,True,461,source_bound_bootstrap_noise
r_001932,original_605,True,605,source_bound_bootstrap_noise
r_001933,original_465,True,465,source_bound_bootstrap_noise
r_001934,original_668,True,668,source_bound_bootstrap_noise
r_001935,original_727,True,727,source_bound_bootstrap_noise
r_001936,original_665,True,665,source_bound_bootstrap_noise
r_001937,original_137,True,137,source_bound_bootstrap_noise
r_001938,original_382,True,382,source_bound_bootstrap_noise
r_001939,original_36,True,36,source_bound_bootstrap_noise
r_001940,original_538,True,538,source_bound_bootstrap_noise
r_001941,original_331,True,331,source_bound_bootstrap_noise
r_001942,original_473,True,473,source_bound_bootstrap_noise
r_001943,original_194,True,194,source_bound_bootstrap_noise
r_001944,original_405,True,405,source_bound_bootstrap_noise
r_001945,original_137,True,137,source_bound_bootstrap_noise
r_001946,original_751,True,751,source_bound_bootstrap_noise
r_001947,original_233,True,233,source_bound_bootstrap_noise
r_001948,original_587,True,587,source_bound_bootstrap_noise
r_001949,original_431,True,431,source_bound_bootstrap_noise
r_001950,original_727,True,727,source_bound_bootstrap_noise
r_001951,original_433,True,433,source_bound_bootstrap_noise
r_001952,original_250,True,250,source_bound_bootstrap_noise
r_001953,original_625,True,625,source_bound_bootstrap_noise
r_001954,original_85,True,85,source_bound_bootstrap_noise
r_001955,original_282,True,282,source_bound_bootstrap_noise
r_001956,original_433,True,433,source_bound_bootstrap_noise
r_001957,original_229,True,229,source_bound_bootstrap_noise
r_001958,original_79,True,79,source_bound_bootstrap_noise
r_001959,original_512,True,512,source_bound_bootstrap_noise
r_001960,original_423,True,423,source_bound_bootstrap_noise
r_001961,original_632,True,632,source_bound_bootstrap_noise
r_001962,original_68,True,68,source_bound_bootstrap_noise
r_001963,original_297,True,297,source_bound_bootstrap_noise
r_001964,original_184,True,184,source_bound_bootstrap_noise
r_001965,original_439,True,439,source_bound_bootstrap_noise
r_001966,original_299,True,299,source_bound_bootstrap_noise
r_001967,original_581,True,581,source_bound_bootstrap_noise
r_001968,original_379,True,379,source_bound_bootstrap_noise
r_001969,original_682,True,682,source_bound_bootstrap_noise
r_001970,original_710,True,710,source_bound_bootstrap_noise
r_001971,original_90,True,90,source_bound_bootstrap_noise
r_001972,original_316,True,316,source_bound_bootstrap_noise
r_001973,original_383,True,383,source_bound_bootstrap_noise
r_001974,original_497,True,497,source_bound_bootstrap_noise
r_001975,original_422,True,422,source_bound_bootstrap_noise
r_001976,original_649,True,649,source_bound_bootstrap_noise
r_001977,original_534,True,534,source_bound_bootstrap_noise
r_001978,original_625,True,625,source_bound_bootstrap_noise
r_001979,original_412,True,412,source_bound_bootstrap_noise
r_001980,original_658,True,658,source_bound_bootstrap_noise
r_001981,original_694,True,694,source_bound_bootstrap_noise
r_001982,original_211,True,211,source_bound_bootstrap_noise
r_001983,original_91,True,91,source_bound_bootstrap_noise
r_001984,original_509,True,509,source_bound_bootstrap_noise
r_001985,original_35,True,35,source_bound_bootstrap_noise
r_001986,original_95,True,95,source_bound_bootstrap_noise
r_001987,original_401,True,401,source_bound_bootstrap_noise
r_001988,original_240,True,240,source_bound_bootstrap_noise
r_001989,original_610,True,610,source_bound_bootstrap_noise
r_001990,original_373,True,373,source_bound_bootstrap_noise
r_001991,original_521,True,521,source_bound_bootstrap_noise
r_001992,original_150,True,150,source_bound_bootstrap_noise
r_001993,original_182,True,182,source_bound_bootstrap_noise
r_001994,original_597,True,597,source_bound_bootstrap_noise
r_001995,original_223,True,223,source_bound_bootstrap_noise
r_001996,original_585,True,585,source_bound_bootstrap_noise
r_001997,original_682,True,682,source_bound_bootstrap_noise
r_001998,original_559,True,559,source_bound_bootstrap_noise
r_001999,original_90,True,90,source_bound_bootstrap_noise
r_002000,original_433,True,433,source_bound_bootstrap_noise
r_002001,original_741,True,741,source_bound_bootstrap_noise
r_002002,original_7,True,7,source_bound_bootstrap_noise
r_002003,original_362,True,362,source_bound_bootstrap_noise
r_002004,original_295,True,295,source_bound_bootstrap_noise
r_002005,original_432,True,432,source_bound_bootstrap_noise
r_002006,original_574,True,574,source_bound_bootstrap_noise
r_002007,original_176,True,176,source_bound_bootstrap_noise
r_002008,original_10,True,10,source_bound_bootstrap_noise
r_002009,original_46,True,46,source_bound_bootstrap_noise
r_002010,original_665,True,665,source_bound_bootstrap_noise
r_002011,original_547,True,547,source_bound_bootstrap_noise
r_002012,original_343,True,343,source_bound_bootstrap_noise
r_002013,original_5,True,5,source_bound_bootstrap_noise
r_002014,original_18,True,18,source_bound_bootstrap_noise
r_002015,original_500,True,500,source_bound_bootstrap_noise
r_002016,original_562,True,562,source_bound_bootstrap_noise
r_002017,original_747,True,747,source_bound_bootstrap_noise
r_002018,original_459,True,459,source_bound_bootstrap_noise
r_002019,original_461,True,461,source_bound_bootstrap_noise
r_002020,original_534,True,534,source_bound_bootstrap_noise
r_002021,original_631,True,631,source_bound_bootstrap_noise
r_002022,original_28,True,28,source_bound_bootstrap_noise
r_002023,original_594,True,594,source_bound_bootstrap_noise
r_002024,original_752,True,752,source_bound_bootstrap_noise
r_002025,original_649,True,649,source_bound_bootstrap_noise
r_002026,original_358,True,358,source_bound_bootstrap_noise
r_002027,original_379,True,379,source_bound_bootstrap_noise
r_002028,original_616,True,616,source_bound_bootstrap_noise
r_002029,original_183,True,183,source_bound_bootstrap_noise
r_002030,original_634,True,634,source_bound_bootstrap_noise
r_002031,original_92,True,92,source_bound_bootstrap_noise
r_002032,original_581,True,581,source_bound_bootstrap_noise
r_002033,original_224,True,224,source_bound_bootstrap_noise
r_002034,original_333,True,333,source_bound_bootstrap_noise
r_002035,original_253,True,253,source_bound_bootstrap_noise
r_002036,original_113,True,113,source_bound_bootstrap_noise
r_002037,original_374,True,374,source_bound_bootstrap_noise
r_002038,original_384,True,384,source_bound_bootstrap_noise
r_002039,original_432,True,432,source_bound_bootstrap_noise
r_002040,original_204,True,204,source_bound_bootstrap_noise
r_002041,original_690,True,690,source_bound_bootstrap_noise
r_002042,original_622,True,622,source_bound_bootstrap_noise
r_002043,original_341,True,341,source_bound_bootstrap_noise
r_002044,original_354,True,354,source_bound_bootstrap_noise
r_002045,original_232,True,232,source_bound_bootstrap_noise
r_002046,original_157,True,157,source_bound_bootstrap_noise
r_002047,original_46,True,46,source_bound_bootstrap_noise
r_002048,original_636,True,636,source_bound_bootstrap_noise
r_002049,original_95,True,95,source_bound_bootstrap_noise
r_002050,original_390,True,390,source_bound_bootstrap_noise
r_002051,original_390,True,390,source_bound_bootstrap_noise
r_002052,original_423,True,423,source_bound_bootstrap_noise
r_002053,original_316,True,316,source_bound_bootstrap_noise
r_002054,original_191,True,191,source_bound_bootstrap_noise
r_002055,original_412,True,412,source_bound_bootstrap_noise
r_002056,original_705,True,705,source_bound_bootstrap_noise
r_002057,original_34,True,34,source_bound_bootstrap_noise
r_002058,original_725,True,725,source_bound_bootstrap_noise
r_002059,original_649,True,649,source_bound_bootstrap_noise
r_002060,original_491,True,491,source_bound_bootstrap_noise
r_002061,original_520,True,520,source_bound_bootstrap_noise
r_002062,original_379,True,379,source_bound_bootstrap_noise
r_002063,original_508,True,508,source_bound_bootstrap_noise
r_002064,original_334,True,334,source_bound_bootstrap_noise
r_002065,original_581,True,581,source_bound_bootstrap_noise
r_002066,original_653,True,653,source_bound_bootstrap_noise
r_002067,original_325,True,325,source_bound_bootstrap_noise
r_002068,original_208,True,208,source_bound_bootstrap_noise
r_002069,original_597,True,597,source_bound_bootstrap_noise
r_002070,original_133,True,133,source_bound_bootstrap_noise
r_002071,original_412,True,412,source_bound_bootstrap_noise
r_002072,original_518,True,518,source_bound_bootstrap_noise
r_002073,original_172,True,172,source_bound_bootstrap_noise
r_002074,original_118,True,118,source_bound_bootstrap_noise
r_002075,original_656,True,656,source_bound_bootstrap_noise
r_002076,original_470,True,470,source_bound_bootstrap_noise
r_002077,original_106,True,106,source_bound_bootstrap_noise
r_002078,original_490,True,490,source_bound_bootstrap_noise
r_002079,original_119,True,119,source_bound_bootstrap_noise
r_002080,original_728,True,728,source_bound_bootstrap_noise
r_002081,original_52,True,52,source_bound_bootstrap_noise
r_002082,original_265,True,265,source_bound_bootstrap_noise
r_002083,original_687,True,687,source_bound_bootstrap_noise
r_002084,original_536,True,536,source_bound_bootstrap_noise
r_002085,original_497,True,497,source_bound_bootstrap_noise
r_002086,original_362,True,362,source_bound_bootstrap_noise
r_002087,original_682,True,682,source_bound_bootstrap_noise
r_002088,original_67,True,67,source_bound_bootstrap_noise
r_002089,original_597,True,597,source_bound_bootstrap_noise
r_002090,original_475,True,475,source_bound_bootstrap_noise
r_002091,original_549,True,549,source_bound_bootstrap_noise
r_002092,original_671,True,671,source_bound_bootstrap_noise
r_002093,original_240,True,240,source_bound_bootstrap_noise
r_002094,original_96,True,96,source_bound_bootstrap_noise
r_002095,original_71,True,71,source_bound_bootstrap_noise
r_002096,original_690,True,690,source_bound_bootstrap_noise
r_002097,original_634,True,634,source_bound_bootstrap_noise
r_002098,original_133,True,133,source_bound_bootstrap_noise
r_002099,original_758,True,758,source_bound_bootstrap_noise
r_002100,original_439,True,439,source_bound_bootstrap_noise
r_002101,original_726,True,726,source_bound_bootstrap_noise
r_002102,original_617,True,617,source_bound_bootstrap_noise
r_002103,original_422,True,422,source_bound_bootstrap_noise
r_002104,original_744,True,744,source_bound_bootstrap_noise
r_002105,original_544,True,544,source_bound_bootstrap_noise
r_002106,original_438,True,438,source_bound_bootstrap_noise
r_002107,original_133,True,133,source_bound_bootstrap_noise
r_002108,original_741,True,741,source_bound_bootstrap_noise
r_002109,original_668,True,668,source_bound_bootstrap_noise
r_002110,original_728,True,728,source_bound_bootstrap_noise
r_002111,original_652,True,652,source_bound_bootstrap_noise
r_002112,original_669,True,669,source_bound_bootstrap_noise
r_002113,original_723,True,723,source_bound_bootstrap_noise
r_002114,original_27,True,27,source_bound_bootstrap_noise
r_002115,original_285,True,285,source_bound_bootstrap_noise
r_002116,original_234,True,234,source_bound_bootstrap_noise
r_002117,original_685,True,685,source_bound_bootstrap_noise
r_002118,original_639,True,639,source_bound_bootstrap_noise
r_002119,original_211,True,211,source_bound_bootstrap_noise
r_002120,original_423,True,423,source_bound_bootstrap_noise
r_002121,original_499,True,499,source_bound_bootstrap_noise
r_002122,original_372,True,372,source_bound_bootstrap_noise
r_002123,original_613,True,613,source_bound_bootstrap_noise
r_002124,original_361,True,361,source_bound_bootstrap_noise
r_002125,original_726,True,726,source_bound_bootstrap_noise
r_002126,original_367,True,367,source_bound_bootstrap_noise
r_002127,original_329,True,329,source_bound_bootstrap_noise
r_002128,original_450,True,450,source_bound_bootstrap_noise
r_002129,original_405,True,405,source_bound_bootstrap_noise
r_002130,original_553,True,553,source_bound_bootstrap_noise
r_002131,original_432,True,432,source_bound_bootstrap_noise
r_002132,original_534,True,534,source_bound_bootstrap_noise
r_002133,original_717,True,717,source_bound_bootstrap_noise
r_002134,original_194,True,194,source_bound_bootstrap_noise
r_002135,original_507,True,507,source_bound_bootstrap_noise
r_002136,original_146,True,146,source_bound_bootstrap_noise
r_002137,original_167,True,167,source_bound_bootstrap_noise
r_002138,original_628,True,628,source_bound_bootstrap_noise
r_002139,original_631,True,631,source_bound_bootstrap_noise
r_002140,original_342,True,342,source_bound_bootstrap_noise
r_002141,original_578,True,578,source_bound_bootstrap_noise
r_002142,original_613,True,613,source_bound_bootstrap_noise
r_002143,original_54,True,54,source_bound_bootstrap_noise
r_002144,original_585,True,585,source_bound_bootstrap_noise
r_002145,original_512,True,512,source_bound_bootstrap_noise
r_002146,original_640,True,640,source_bound_bootstrap_noise
r_002147,original_714,True,714,source_bound_bootstrap_noise
r_002148,original_368,True,368,source_bound_bootstrap_noise
r_002149,original_549,True,549,source_bound_bootstrap_noise
r_002150,original_677,True,677,source_bound_bootstrap_noise
r_002151,original_71,True,71,source_bound_bootstrap_noise
r_002152,original_492,True,492,source_bound_bootstrap_noise
r_002153,original_760,True,760,source_bound_bootstrap_noise
r_002154,original_361,True,361,source_bound_bootstrap_noise
r_002155,original_499,True,499,source_bound_bootstrap_noise
r_002156,original_136,True,136,source_bound_bootstrap_noise
r_002157,original_253,True,253,source_bound_bootstrap_noise
r_002158,original_705,True,705,source_bound_bootstrap_noise
r_002159,original_52,True,52,source_bound_bootstrap_noise
r_002160,original_200,True,200,source_bound_bootstrap_noise
r_002161,original_76,True,76,source_bound_bootstrap_noise
r_002162,original_420,True,420,source_bound_bootstrap_noise
r_002163,original_40,True,40,source_bound_bootstrap_noise
r_002164,original_166,True,166,source_bound_bootstrap_noise
r_002165,original_336,True,336,source_bound_bootstrap_noise
r_002166,original_714,True,714,source_bound_bootstrap_noise
r_002167,original_557,True,557,source_bound_bootstrap_noise
r_002168,original_135,True,135,source_bound_bootstrap_noise
r_002169,original_692,True,692,source_bound_bootstrap_noise
r_002170,original_51,True,51,source_bound_bootstrap_noise
r_002171,original_721,True,721,source_bound_bootstrap_noise
r_002172,original_336,True,336,source_bound_bootstrap_noise
r_002173,original_362,True,362,source_bound_bootstrap_noise
r_002174,original_526,True,526,source_bound_bootstrap_noise
r_002175,original_624,True,624,source_bound_bootstrap_noise
r_002176,original_504,True,504,source_bound_bootstrap_noise
r_002177,original_313,True,313,source_bound_bootstrap_noise
r_002178,original_474,True,474,source_bound_bootstrap_noise
r_002179,original_55,True,55,source_bound_bootstrap_noise
r_002180,original_294,True,294,source_bound_bootstrap_noise
r_002181,original_594,True,594,source_bound_bootstrap_noise
r_002182,original_85,True,85,source_bound_bootstrap_noise
r_002183,original_119,True,119,source_bound_bootstrap_noise
r_002184,original_470,True,470,source_bound_bootstrap_noise
r_002185,original_490,True,490,source_bound_bootstrap_noise
r_002186,original_257,True,257,source_bound_bootstrap_noise
r_002187,original_294,True,294,source_bound_bootstrap_noise
r_002188,original_256,True,256,source_bound_bootstrap_noise
r_002189,original_108,True,108,source_bound_bootstrap_noise
r_002190,original_278,True,278,source_bound_bootstrap_noise
r_002191,original_320,True,320,source_bound_bootstrap_noise
r_002192,original_299,True,299,source_bound_bootstrap_noise
r_002193,original_673,True,673,source_bound_bootstrap_noise
r_002194,original_168,True,168,source_bound_bootstrap_noise
r_002195,original_557,True,557,source_bound_bootstrap_noise
r_002196,original_102,True,102,source_bound_bootstrap_noise
r_002197,original_610,True,610,source_bound_bootstrap_noise
r_002198,original_316,True,316,source_bound_bootstrap_noise
r_002199,original_762,True,762,source_bound_bootstrap_noise
r_002200,original_656,True,656,source_bound_bootstrap_noise
r_002201,original_395,True,395,source_bound_bootstrap_noise
r_002202,original_720,True,720,source_bound_bootstrap_noise
r_002203,original_582,True,582,source_bound_bootstrap_noise
r_002204,original_567,True,567,source_bound_bootstrap_noise
r_002205,original_704,True,704,source_bound_bootstrap_noise
r_002206,original_36,True,36,source_bound_bootstrap_noise
r_002207,original_342,True,342,source_bound_bootstrap_noise
r_002208,original_376,True,376,source_bound_bootstrap_noise
r_002209,original_113,True,113,source_bound_bootstrap_noise
